Unique_ID,"Street address, City, State, Zip",Match Status,,,,Long,Lat,,,,,,
6440048,"47601 Grand River Ave, Novi, MI, 48374",Match,Exact,"47601 GRAND RIVER AVE, NOVI, MI, 48374","-83.517115962064,42.490033057966",-83.51711596,42.49003306,635624882,L,26,125,137102,2000
6350400,"2900 1st Ave, Huntington, WV, 25702",Match,Exact,"2900 1ST AVE, HUNTINGTON, WV, 25702","-82.40120413411,38.431473135726",-82.40120413,38.43147314,627648218,L,54,11,300,1005
6431210,"5841 South Maryland Ave, Chicago, IL, 60637",Match,Exact,"5841 S MARYLAND AVE, CHICAGO, IL, 60637","-87.604857148474,41.78877397345",-87.60485715,41.78877397,112046086,L,17,31,836200,1010
6930275,"1411 East 31st St, Oakland, CA, 94602",Match,Exact,"1411 E 31ST ST, OAKLAND, CA, 94602","-122.233171735208,37.799540339877",-122.2331717,37.79954034,125002425,R,6,1,405700,3001
6430245,"1304 Franklin Ave, Normal, IL, 61761",Match,Exact,"1304 FRANKLIN AVE, NORMAL, IL, 61761","-88.991081631662,40.496225477331",-88.99108163,40.49622548,20592088,R,17,113,400,2029
6930037,"6501 Coyle Ave, Carmichael, CA, 95608",Match,Exact,"6501 COYLE AVE, CARMICHAEL, CA, 95608","-121.313897524161,38.668057194723",-121.3138975,38.66805719,133426386,L,6,67,8134,1015
6741790,"2101 Pease St, Harlingen, TX, 78550",Match,Exact,"2101 PEASE ST, HARLINGEN, TX, 78550","-97.671524283974,26.174462584752",-97.67152428,26.17446258,90010134,L,48,61,11302,2007
6631180,"1 Childrens Pl, Saint Louis, MO, 63110",Match,Exact,"1 CHILDRENS PL, SAINT LOUIS, MO, 63110","-90.264800689464,38.637309294641",-90.26480069,38.63730929,605145428,R,29,510,112400,3010
6610085,"4050 Coon Rapids Blvd, Coon Rapids, MN, 55433",Match,Non_Exact,"4050 COON RAPIDS BLVD NW, COON RAPIDS, MN, 55433","-93.371327705929,45.184953491518",-93.37132771,45.18495349,656855560,L,27,3,50605,1003
6360690,"2100 Stantonsburg Rd, Greenville, NC, 27835",Match,Non_Exact,"2100 STANTONSBURG RD, GREENVILLE, NC, 27834","-77.400915976211,35.605893896058",-77.40091598,35.6058939,636542947,L,37,147,605,2009
6932330,"300 Pasteur Dr, Palo Alto, CA, 94305",Match,Non_Exact,"300 PASTEUR DR, PALO ALTO, CA, 94304","-122.17648182755,37.433392211925",-122.1764818,37.43339221,618159437,L,6,85,511609,1025
6211675,"26901 76th Ave, New Hyde Park, NY, 11040",Match,Exact,"269-01 76TH AVE, NEW HYDE PARK, NY, 11040","-73.707509262689,40.752774520147",-73.70750926,40.75277452,59724523,L,36,81,155104,2000
6530373,"1108 Ross Clark Cir, Dothan, AL, 36301",Match,Exact,"1108 ROSS CLARK CIR, DOTHAN, AL, 36301","-85.361446991439,31.21566695385",-85.36144699,31.21566695,101238843,R,1,69,41000,1043
6931360,"1050 Linden Ave, Long Beach, CA, 90813",No_Match,,,,-118.1871938,33.7803164,,,,,,
6420320,"600 Mary St, Evansville, IN, 47747",Match,Non_Exact,"600 ST MARYS DR, EVANSVILLE, IN, 47714","-87.505618472642,37.969629373914",-87.50561847,37.96962937,39786606,L,18,163,3701,2005
6213735,"1 Health Way, Oceanside, NY, 11572",No_Match,,,,-73.639,40.638,,,,,,
6370009,"555 E Cheves St, Florence, SC, 29506",Match,Exact,"555 E CHEVES ST, FLORENCE, SC, 29506","-79.759201502873,34.195959195266",-79.7592015,34.1959592,28878853,L,45,41,700,2008
6932450,"1798 North Garey Ave, Pomona, CA, 91767",Match,Exact,"1798 N GAREY AVE, POMONA, CA, 91767","-117.752279711741,34.077841798755",-117.7522797,34.0778418,647672569,R,6,37,402102,2019
6840190,"1400 E Boulder St, Colorado Springs, CO, 80909",Match,Exact,"1400 E BOULDER ST, COLORADO SPRINGS, CO, 80909","-104.799340978176,38.838875989637",-104.799341,38.83887599,639697124,L,8,41,1800,2028
6660635,"8200 Dodge St, Omaha, NE, 68114",Match,Exact,"8200 DODGE ST, OMAHA, NE, 68114","-96.042871230179,41.259740050776",-96.04287123,41.25974005,116980695,R,31,55,6701,2014
6740117,"504 Medical Center Blvd, Conroe, TX, 77304",Match,Exact,"504 MEDICAL CENTER BLVD, CONROE, TX, 77304","-95.466241790866,30.284521464193",-95.46624179,30.28452146,79327819,R,48,339,693303,2004
6740115,"3301 Matlock Rd, Arlington, TX, 76015",No_Match,,,,-97.1129429,32.6921841,,,,,,
6430477,"10400 Haligus Road, Huntley, IL, 60142",Match,Exact,"10400 HALIGUS RD, HUNTLEY, IL, 60142","-88.403006881748,42.180410832879",-88.40300688,42.18041083,617882675,R,17,111,871114,2000
6740232,"5501 S McColl Rd, Edinburg, TX, 78539",Match,Non_Exact,"5501 MCCOLL RD, EDINBURG, TX, 78539","-98.204165224939,26.252733180228",-98.20416522,26.25273318,607605026,R,48,215,23906,1030
6432413,"4440 W 95th St, Oak Lawn, IL, 60453",Match,Exact,"4440 W 95TH ST, OAK LAWN, IL, 60453","-87.731597930116,41.720316847043",-87.73159793,41.72031685,111818015,R,17,31,822102,1010
6430115,"1325 North Highland Ave, Aurora, IL, 60506",Match,Exact,"1325 N HIGHLAND AVE, AURORA, IL, 60506","-88.328799588253,41.785614959542",-88.32879959,41.78561496,119511388,L,17,89,852905,3014
6741440,"1301 Pennsylvania Ave, Fort Worth, TX, 76104",Match,Exact,"1301 PENNSYLVANIA AVE, FORT WORTH, TX, 76104","-97.338807933753,32.738430293557",-97.33880793,32.73843029,101885498,L,48,439,123700,3002
6520695,"877 Jefferson Ave, Memphis, TN, 38103",Match,Exact,"877 JEFFERSON AVE, MEMPHIS, TN, 38103","-90.031450628669,35.142569631461",-90.03145063,35.14256963,72904828,R,47,157,3800,1008
6932325,"1150 N Indian Canyon Dr, Palm Springs, CA, 92262",Match,Exact,"1150 N INDIAN CANYON DR, PALM SPRINGS, CA, 92262","-116.545520038254,33.838433337972",-116.54552,33.83843334,653174537,L,6,65,44602,1006
6520575,"1924 Alcoa Hwy, Knoxville, TN, 37920",Match,Exact,"1924 ALCOA HWY, KNOXVILLE, TN, 37920","-83.948842996776,35.939817194631",-83.948843,35.93981719,651957497,R,47,93,3502,1013
6120030,"250 Pleasant St, Concord, NH, 3301",Match,Exact,"250 PLEASANT ST, CONCORD, NH, 03301","-71.559752431833,43.196056513232",-71.55975243,43.19605651,117716815,L,33,13,32500,1006
6441030,"1 Hurley Plz, Flint, MI, 48503",Match,Exact,"1 HURLEY PLZ, FLINT, MI, 48503","-83.704413833774,43.021340061776",-83.70441383,43.02134006,69594373,R,26,49,1500,2001
6931470,"4650 Sunset Blvd, Los Angeles, CA, 90027",Match,Non_Exact,"4650 W SUNSET BLVD, LOS ANGELES, CA, 90027","-118.29068926834,34.098098260622",-118.2906893,34.09809826,141604172,L,6,37,191302,2003
6932680,"2315 Stockton Blvd, Sacramento, CA, 95817",Match,Exact,"2315 STOCKTON BLVD, SACRAMENTO, CA, 95817","-121.456943067167,38.55387073076",-121.4569431,38.55387073,133325601,L,6,67,1702,3005
6442245,"3601 W 13 Mile Rd, Royal Oak, MI, 48073",Match,Exact,"3601 W 13 MILE RD, ROYAL OAK, MI, 48073","-83.191115133945,42.517697725881",-83.19111513,42.51769773,641241021,L,26,125,183500,3001
6210690,"451 Clarkson Ave, Brooklyn, NY, 11203",Match,Exact,"451 CLARKSON AVE, BROOKLYN, NY, 11203","-73.945225608004,40.655771944262",-73.94522561,40.65577194,642653708,L,36,47,80800,1001
6212630,"462 First Ave, New York, NY, 10016",Match,Exact,"462 1ST AVE, NEW YORK, NY, 10016","-73.976402510469,40.739696677918",-73.97640251,40.73969668,59662887,R,36,61,6200,1002
6621275,"801 5th St, Sioux City, IA, 51101",Match,Exact,"801 5TH ST, SIOUX CITY, IA, 51101","-96.400100900302,42.495322885518",-96.4001009,42.49532289,93423370,L,19,193,3600,3047
6230086,"620 Howard Ave, Altoona, PA, 16601",Match,Exact,"620 HOWARD AVE, ALTOONA, PA, 16601","-78.397987516844,40.521436956959",-78.39798752,40.52143696,615158449,R,42,13,100700,1006
6430260,"2200 E Washington St, Bloomington, IL, 61701",Match,Exact,"2200 E WASHINGTON ST, BLOOMINGTON, IL, 61701","-88.957033230292,40.480131639415",-88.95703323,40.48013164,20582107,L,17,113,1800,2011
6390081,"5352 Linton Blvd, Delray Beach, FL, 33484",Match,Exact,"5352 LINTON BLVD, DELRAY BEACH, FL, 33484","-80.127370622802,26.439251653177",-80.12737062,26.43925165,115324597,L,12,99,5958,1002
6431475,"3815 Highland Ave, Downers Grove, IL, 60515",Match,Exact,"3815 HIGHLAND AVE, DOWNERS GROVE, IL, 60515","-88.010154425912,41.818624778806",-88.01015443,41.81862478,112534320,L,17,43,844402,2006
6430024,"836 West Wellington Ave, Chicago, IL, 60657",Match,Exact,"836 W WELLINGTON AVE, CHICAGO, IL, 60657","-87.652202398349,41.936363464429",-87.6522024,41.93636346,647634859,R,17,31,63000,1011
6390082,"655 W 8th St, Jacksonville, FL, 32209",Match,Exact,"655 W 8TH ST, JACKSONVILLE, FL, 32209","-81.664326965339,30.34675823824",-81.66432697,30.34675824,83896228,R,12,31,1600,1002
6742865,"3901 W 15th St, Plano, TX, 75075",Match,Exact,"3901 W 15TH ST, PLANO, TX, 75075","-96.765763898194,33.019437757021",-96.7657639,33.01943776,210509125,R,48,85,31624,1004
6741895,"710 Cypress Creek Pkwy, Houston, TX, 77090",No_Match,,,,-95.4426692,30.0206762,,,,,,
6220040,"1925 Pacific Ave, Atlantic City, NJ, 8401",Match,Exact,"1925 PACIFIC AVE, ATLANTIC CITY, NJ, 08401","-74.433683226706,39.35795913271",-74.43368323,39.35795913,202490806,R,34,1,2400,3011
6932118,"18300 Roscoe Blvd, Northridge, CA, 91335",Match,Non_Exact,"18300 ROSCOE BLVD, NORTHRIDGE, CA, 91325","-118.531779172388,34.220735735315",-118.5317792,34.22073574,642865437,L,6,37,131400,3000
6410655,"2500 MetroHealth Dr, Cleveland, OH, 44109",Match,Exact,"2500 METROHEALTH DR, CLEVELAND, OH, 44109","-81.699030046175,41.462337444205",-81.69903005,41.46233744,638287546,L,39,35,197600,4004
6429153,"11109 Parkview Plaza Dr, Fort Wayne, IN, 46845",Match,Exact,"11109 PARKVIEW PLAZA DR, FORT WAYNE, IN, 46845","-85.099239074255,41.186305982201",-85.09923907,41.18630598,657379712,L,18,3,10304,1006
6670775,"10500 Quivira Rd, Overland Park, KS, 66215",Match,Exact,"10500 QUIVIRA RD, OVERLAND PARK, KS, 66215","-94.723603704195,38.938732756495",-94.7236037,38.93873276,91271741,R,20,91,52422,4007
6741890,"6411 Fannin St, Houston, TX, 77030",Match,Exact,"6411 FANNIN ST, HOUSTON, TX, 77030","-95.396526455787,29.715096626711",-95.39652646,29.71509663,637942056,L,48,201,313102,1029
6340620,"600 Gresham Dr, Norfolk, VA, 23507",Match,Exact,"600 GRESHAM DR, NORFOLK, VA, 23507","-76.304918512181,36.862539533781",-76.30491851,36.86253953,657490274,R,51,710,4002,3023
6340860,"1250 E Marshall St, Richmond, VA, 23298",Match,Exact,"1250 E MARSHALL ST, RICHMOND, VA, 23298","-77.430160635611,37.539998971711",-77.43016064,37.53999897,201555887,L,51,760,30200,2043
6380040,"1199 Prince Ave, Athens, GA, 30606",Match,Exact,"1199 PRINCE AVE, ATHENS, GA, 30606","-83.398343756824,33.962385079578",-83.39834376,33.96238508,4801814,L,13,59,1800,3001
6933683,"1000 W Carson St, Torrance, CA, 90502",Match,Exact,"1000 W CARSON ST, TORRANCE, CA, 90502","-118.292135633801,33.831530526287",-118.2921356,33.83153053,142759628,L,6,37,543503,3003
6932350,"100 W California Blvd, Pasadena, CA, 91105",Match,Exact,"100 W CALIFORNIA BLVD, PASADENA, CA, 91105","-118.15403359909,34.135704833991",-118.1540336,34.13570483,141629633,L,6,37,463900,1001
6930053,"11234 Anderson St, Loma Linda, CA, 92354",Match,Exact,"11234 ANDERSON ST, LOMA LINDA, CA, 92354","-117.261201132,34.049923287677",-117.2612011,34.04992329,636687546,R,6,71,7303,3017
6442455,"5450 Fort St, Trenton, MI, 48183",Match,Exact,"5450 FORT ST, TRENTON, MI, 48183","-83.211512497362,42.116240829374",-83.2115125,42.11624083,95700459,R,26,163,594500,1007
6380285,"3950 Austell Rd, Austell, GA, 30106",Match,Exact,"3950 AUSTELL RD, AUSTELL, GA, 30106","-84.600561197622,33.85823790358",-84.6005612,33.8582379,17259005,L,13,67,31412,2013
6213510,"525 E 68th St, New York, NY, 10065",Match,Exact,"525 E 68TH ST, NEW YORK, NY, 10065","-73.955379234616,40.764254134268",-73.95537923,40.76425413,59662711,L,36,61,11600,1002
6360355,"2301 Erwin Rd, Durham, NC, 27710",Match,Non_Exact,"2301 ERWIN RD, DURHAM, NC, 27705","-78.937378879789,36.008132137992",-78.93737888,36.00813214,640627921,L,37,63,1501,1001
6230052,"1086 Franklin St, Johnstown, PA, 15905",Match,Exact,"1086 FRANKLIN ST, JOHNSTOWN, PA, 15905","-78.917391138438,40.305886647864",-78.91739114,40.30588665,50231351,R,42,21,700,2005
6510860,"911 Bypass Rd, Pikeville, KY, 41501",No_Match,,,,-82.5219823,37.4706568,,,,,,
6233443,"420 S 5th Ave, West Reading, PA, 19611",Match,Exact,"420 S 5TH AVE, WEST READING, PA, 19611","-75.948256628402,40.330455953383",-75.94825663,40.33045595,80381344,R,42,11,11200,3011
6230054,"10800 Knights Rd, Philadelphia, PA, 19114",No_Match,,,,-74.9830577,40.0711287,,,,,,
6230297,"503 N 21st St, Camp Hill, PA, 17011",Match,Exact,"503 N 21ST ST, CAMP HILL, PA, 17011","-76.923730320813,40.252519331514",-76.92373032,40.25251933,620965828,R,42,41,10203,2016
6451290,"130 2nd St, Neenah, WI, 54956",No_Match,,,,-88.4531852,44.1878724,,,,,,
6370140,"5 Richland Medical Park Dr, Columbia, SC, 29203",Match,Exact,"5 RICHLAND MEDICAL PARK DR, COLUMBIA, SC, 29203","-81.032840564237,34.027468525103",-81.03284056,34.02746853,604748764,L,45,79,500,2034
6391060,"1 Tampa General Circle, Tampa, FL, 33606",No_Match,,,,-82.4589003,27.9375006,,,,,,
6741425,"801 7th Ave, Fort Worth, TX, 76104",Match,Exact,"801 7TH AVE, FORT WORTH, TX, 76104","-97.34189929443,32.738426098077",-97.34189929,32.7384261,101885464,L,48,439,123700,3004
6932585,"4445 Magnolia Ave, Riverside, CA, 92501",Match,Exact,"4445 MAGNOLIA AVE, RIVERSIDE, CA, 92501","-117.378386215887,33.976231399519",-117.3783862,33.9762314,194741400,R,6,65,30300,4031
6432435,"701 West North Ave, Melrose Park, IL, 60160",Match,Exact,"701 W NORTH AVE, MELROSE PARK, IL, 60160","-87.843273420719,41.908349133616",-87.84327342,41.90834913,637498586,R,17,31,811302,2030
6430016,"2701 17th St, Rock Island, IL, 61201",Match,Exact,"2701 17TH ST, ROCK ISLAND, IL, 61201","-90.572715341543,41.483400945616",-90.57271534,41.48340095,605014666,L,17,161,23200,3012
6430019,"25 N Winfield Rd, Winfield, IL, 60190",No_Match,,,,-88.1558292,41.8731919,,,,,,
6933679,"3330 Lomita Blvd, Torrance, CA, 90505",Match,Exact,"3330 LOMITA BLVD, TORRANCE, CA, 90505","-118.343400694767,33.812451986962",-118.3434007,33.81245199,641497013,L,6,37,651101,2023
6221120,"703 Main St, Paterson, NJ, 7503",Match,Exact,"703 MAIN ST, PATERSON, NJ, 07503","-74.166813271914,40.90260266604",-74.16681327,40.90260267,65265208,L,34,31,182900,1000
6931370,"2801 Atlantic Ave, Long Beach, CA, 90806",Match,Exact,"2801 ATLANTIC AVE, LONG BEACH, CA, 90806","-118.185078940615,33.807778331211",-118.1850789,33.80777833,141686763,L,6,37,572202,4010
6120170,"1 Medical Center Dr, Lebanon, NH, 3756",No_Match,,,,-72.2701018,43.6756843,,,,,,
6933672,"215 West Janss Rd, Thousand Oaks, CA, 91360",Match,Exact,"215 W JANSS RD, THOUSAND OAKS, CA, 91360","-118.882617150117,34.206505348736",-118.8826172,34.20650535,645818111,R,6,111,6600,2018
6442463,"44201 Dequindre Rd, Troy, MI, 48085",Match,Exact,"44201 DEQUINDRE RD, TROY, MI, 48085","-83.091392525963,42.621034193085",-83.09139253,42.62103419,651237979,L,26,125,196000,4000
6441011,"28050 Grand River Ave, Farmington Hills, MI, 48336",Match,Exact,"28050 GRAND RIVER AVE, FARMINGTON HILLS, MI, 48336","-83.324854118379,42.443755465219",-83.32485412,42.44375547,69755705,R,26,125,167400,2005
6931130,"9888 Genessee Ave, La Jolla, CA, 92037",Match,Non_Exact,"9888 GENESEE AVE, LA JOLLA, CA, 92037","-117.222681586776,32.885059356536",-117.2226816,32.88505936,637717290,L,6,73,8305,1000
6920003,"2801 N Gantenbein Ave, Portland, OR, 97227",Match,Exact,"2801 N GANTENBEIN AVE, PORTLAND, OR, 97227","-122.66952328974,45.542877498897",-122.6695233,45.5428775,157563191,L,41,51,2203,1036
6381027,"4700 Waters Ave, Savannah, GA, 31404",Match,Exact,"4700 WATERS AVE, SAVANNAH, GA, 31404","-81.09162268514,32.032184665739",-81.09162269,32.03218467,6190257,L,13,51,3501,3006
6840430,"12605 E 16th Ave, Aurora, CO, 80045",Match,Exact,"12605 E 16TH AVE, AURORA, CO, 80045","-104.842052672788,39.741422007578",-104.8420527,39.74142201,657260522,L,8,1,8100,1028
6860280,"350 W Thomas Rd, Phoenix, AZ, 85013",Match,Exact,"350 W THOMAS RD, PHOENIX, AZ, 85013","-112.078610647569,33.480364599256",-112.0786106,33.4803646,128919248,R,4,13,110501,3010
6430160,"450 West Highway 22, Barrington, IL, 60010",Match,Non_Exact,"450 E STATE RTE 22, BARRINGTON, IL, 60010","-88.124166702288,42.190582416686",-88.1241667,42.19058242,119633863,L,17,97,864306,2046
6211070,"462 Grider St, Buffalo, NY, 14215",Match,Exact,"462 GRIDER ST, BUFFALO, NY, 14215","-78.829223514588,42.926457555011",-78.82922351,42.92645756,48296590,L,36,29,17000,3001
6431370,"2300 N Edward St, Decatur, IL, 62526",Match,Exact,"2300 N EDWARD ST, DECATUR, IL, 62526","-88.96081540627,39.865873866418",-88.96081541,39.86587387,20745471,R,17,115,2002,2009
6740945,"6200 W Parker Rd, Plano, TX, 75093",Match,Exact,"6200 W PARKER RD, PLANO, TX, 75093","-96.835872005091,33.045074940145",-96.83587201,33.04507494,210488885,R,48,85,31647,2000
6610449,"2525 Chicago Ave South, Minneapolis, MN, 55404",Match,Exact,"2525 CHICAGO AVE S, MINNEAPOLIS, MN, 55404","-93.262473356842,44.956847066962",-93.26247336,44.95684707,43632744,L,27,53,125800,1004
6670510,"4000 Cambridge St, Kansas City, KS, 66160",Match,Exact,"4000 CAMBRIDGE ST, KANSAS CITY, KS, 66160","-94.608405984798,39.057291439097",-94.60840598,39.05729144,640445168,R,20,209,45200,1007
6440087,"5301 Mcauley Dr, Ypsilanti, MI, 48197",Match,Exact,"5301 MCAULEY DR, YPSILANTI, MI, 48197","-83.651210762308,42.267169443403",-83.65121076,42.26716944,26017718,L,26,161,407000,3002
6631020,"3635 Vista Ave, Saint Louis, MO, 63104",Match,Non_Exact,"3635 VISTA AVE, SAINT LOUIS, MO, 63110","-90.239500730738,38.622602908467",-90.23950073,38.62260291,619013684,R,29,510,127300,3044
6230705,"500 University Dr, Hershey, PA, 17033",No_Match,,,,-76.675745,40.273179,,,,,,
6410435,"234 Goodman St, Cincinnati, OH, 45219",Match,Exact,"234 GOODMAN ST, CINCINNATI, OH, 45219","-84.503259471875,39.136826251819",-84.50325947,39.13682625,103925691,L,39,61,3200,1005
6950405,"888 South King St, Honolulu, HI, 96813",Match,Exact,"888 S KING ST, HONOLULU, HI, 96813","-157.851509729178,21.302535728232",-157.8515097,21.30253573,657052079,L,15,3,4102,3013
6911033,"317 Martin Luther King Jr Way, Tacoma, WA, 98403",Match,Non_Exact,"317 MARTIN LUTHER KING JR WAY, TACOMA, WA, 98405","-122.453460545342,47.260031404015",-122.4534605,47.2600314,184761565,L,53,53,61501,1005
6911030,"9040 Jackson Ave, Joint Base Lewis-McChord, WA, 98431",Match,Non_Exact,"9040 JACKSON AVE, JOINT BASE LEWIS MCCHORD, WA, 98433","-122.559067213408,47.100659681291",-122.5590672,47.10065968,184715851,L,53,53,72907,1052
6442035,"416 Connable Ave, Petoskey, MI, 49770",Match,Exact,"416 CONNABLE AVE, PETOSKEY, MI, 49770","-84.969188741367,45.373922364589",-84.96918874,45.37392236,657122083,R,26,47,970800,1003
6150150,"593 Eddy St, Providence, RI, 2903",Match,Exact,"593 EDDY ST, PROVIDENCE, RI, 02903","-71.407246567906,41.810923220052",-71.40724657,41.81092322,47502379,R,44,7,600,1065
6933060,"1001 Potrero Ave, San Francisco, CA, 94110",Match,Exact,"1001 POTRERO AVE, SAN FRANCISCO, CA, 94110","-122.40655992179,37.756112373214",-122.4065599,37.75611237,192301329,L,6,75,22802,2005
6213010,"234 E 149th St, Bronx, NY, 10451",Match,Exact,"234 E 149TH ST, BRONX, NY, 10451","-73.923799149873,40.817595424208",-73.92379915,40.81759542,80309048,R,36,5,6500,1002
6520775,"848 Adams Ave, Memphis, TN, 38103",Match,Exact,"848 ADAMS AVE, MEMPHIS, TN, 38103","-90.031694877939,35.143493605839",-90.03169488,35.14349361,607424713,L,47,157,3800,1002
6950410,"1 Jarrett White Rd, Honolulu, HI, 96859",Match,Non_Exact,"1 JARRETT WHITE RD, TRIPLER ARMY MEDICAL CENTER, HI, 96859","-157.893896231076,21.35601108598",-157.8938962,21.35601109,636109118,R,15,3,6703,1001
6432570,"221 NE Glen Oak Ave, Peoria, IL, 61636",Match,Non_Exact,"221 NE GLEN OAK AVE, PEORIA, IL, 61603","-89.595254220648,40.69986407507",-89.59525422,40.69986408,8720082,L,17,143,1600,3023
6430034,"500 Remington Blvd, Bolingbrook, IL, 60440",Match,Exact,"500 REMINGTON BLVD, BOLINGBROOK, IL, 60440","-88.084801124871,41.678960233309",-88.08480112,41.67896023,601639562,L,17,197,880114,1007
6740950,"5200 Harry Hines Blvd, Dallas, TX, 75235",Match,Exact,"5200 HARRY HINES BLVD, DALLAS, TX, 75235","-96.83679116653,32.811586165769",-96.83679117,32.81158617,647920670,R,48,113,401,3000
6340009,"7101 Jahnke Rd, Richmond, VA, 23225",Match,Exact,"7101 JAHNKE RD, RICHMOND, VA, 23225","-77.524960960389,37.515744350207",-77.52496096,37.51574435,638204406,R,51,760,71004,2000
6540004,"2500 North State St, Jackson, MS, 39216",Match,Exact,"2500 N STATE ST, JACKSON, MS, 39216","-90.175559273059,32.328769488409",-90.17555927,32.32876949,65371173,R,28,49,1300,2028
6340012,"1602 Skipwith Rd, Richmond, VA, 23229",Match,Exact,"1602 SKIPWITH RD, RICHMOND, VA, 23229","-77.537811797967,37.603740702458",-77.5378118,37.6037407,639514923,L,51,87,200131,1003
6340013,"1901 Tate Springs Road, Lynchburg, VA, 24501",Match,Exact,"1901 TATE SPRINGS RD, LYNCHBURG, VA, 24501","-79.169719060017,37.418326534058",-79.16971906,37.41832653,62739979,R,51,680,300,2001
6390625,"3100 SW 62nd Ave, Miami, FL, 33155",Match,Exact,"3100 SW 62ND AVE, MIAMI, FL, 33155","-80.295212352403,25.742535280262",-80.29521235,25.74253528,115977553,R,12,86,6004,2021
6140581,"51 Blossom St, Boston, MA, 2114",Match,Exact,"51 BLOSSOM ST, BOSTON, MA, 02114","-71.066861410144,42.362780660456",-71.06686141,42.36278066,657559895,R,25,25,20301,1010
6340490,"3300 Gallows Rd, Falls Church, VA, 22042",No_Match,,,,-77.2284948,38.8574108,,,,,,
6380950,"304 Turner McCall Blvd, Rome, GA, 30165",Match,Exact,"304 TURNER MCCALL BLVD, ROME, GA, 30165","-85.178957927406,34.260352831474",-85.17895793,34.26035283,30675796,R,13,115,1100,1050
6214330,"601 Elmwwod Ave, Rochester, NY, 14642",Match,Non_Exact,"601 ELMWOOD AVE, ROCHESTER, NY, 14620","-77.624774427005,43.124314838433",-77.62477443,43.12431484,642706078,R,36,55,3806,5001
6452085,"333 Pine Ridge Blvd, Wausau, WI, 54401",Match,Exact,"333 PINE RIDGE BLVD, WAUSAU, WI, 54401","-89.669945795427,44.967375859785",-89.6699458,44.96737586,117135634,R,55,73,1402,1010
6140465,"800 Washington St, Boston, MA, 2111",Match,Exact,"800 WASHINGTON ST, BOSTON, MA, 02111","-71.063325127963,42.350242609935",-71.06332513,42.35024261,639000439,L,25,25,70202,1015
6660720,"7500 Mercy Rd, Omaha, NE, 68124",Match,Exact,"7500 MERCY RD, OMAHA, NE, 68124","-96.028790148264,41.237960053267",-96.02879015,41.23796005,116981231,R,31,55,6806,3006
6141435,"101 Page St, New Bedford, MA, 2740",Match,Non_Exact,"101 PAGE RD, BEDFORD, MA, 01730","-71.26551956192,42.49395930001",-71.26551956,42.4939593,86854627,L,25,17,359100,4005
6930814,"9300 Valley Children's Place, Madera, CA, 93636",Match,Exact,"9300 VALLEY CHILDREN'S PL, MADERA, CA, 93636","-119.806445713574,36.88362102689",-119.8064457,36.88362103,102371497,R,6,39,1100,3004
6432000,"1900 Silver Cross Blvd, New Lenox, IL, 60451",Match,Exact,"1900 SILVER CROSS BLVD, NEW LENOX, IL, 60451","-87.986028686575,41.543112163648",-87.98602869,41.54311216,656672100,L,17,197,881108,3011
6212060,"33-57 Harrison St, Johnson City, NY, 13790",Match,Exact,"33-57 HARRISON ST, JOHNSON CITY, NY, 13790","-75.959054065104,42.114510295474",-75.95905407,42.1145103,46340135,L,36,7,13900,2001
6820005,"777 Hospital Way, Pocatello, ID, 83201",Match,Exact,"777 HOSPITAL WAY, POCATELLO, ID, 83201","-112.418021706114,42.871323204486",-112.4180217,42.8713232,655393627,L,16,5,600,2016
6220800,"94 Old Short Hills Rd, Livingston, NJ, 7039",Match,Exact,"94 OLD SHORT HILLS RD, LIVINGSTON, NJ, 07039","-74.301962263936,40.76507767594",-74.30196226,40.76507768,624731855,R,34,13,20600,2009
6411540,"1001 Bellefontaine Ave, Lima, OH, 45804",Match,Non_Exact,"1001 BELLFONTAINE AVE, LIMA, OH, 45804","-84.088157285516,40.735949376086",-84.08815729,40.73594938,209547568,L,39,3,12600,2012
6432485,"800 West Central Road, Arlington Heights, IL, 60005",Match,Exact,"800 W CENTRAL RD, ARLINGTON HEIGHTS, IL, 60005","-87.992858461021,42.066637371154",-87.99285846,42.06663737,605604812,R,17,31,803500,3016
6220920,"1 Robert Wood Johnson Pl, New Brunswick, NJ, 8901",No_Match,,,,-74.4496115,40.4953068,,,,,,
6631165,"615 S New Ballas Rd, Saint Louis, MO, 63141",Match,Exact,"615 S NEW BALLAS RD, SAINT LOUIS, MO, 63141","-90.443511394962,38.644598919494",-90.44351139,38.64459892,604494704,R,29,189,215201,2005
6840458,"9191 Grant St, Thornton, CO, 80229",Match,Exact,"9191 GRANT ST, THORNTON, CO, 80229","-104.984523593245,39.86408981718",-104.9845236,39.86408982,653311222,L,8,1,9203,2016
6432127,"4201 Medical Center Drive, McHenry, IL, 60050",Match,Non_Exact,"4201 W MEDICAL CNTR DR, MCHENRY, IL, 60050","-88.276948079459,42.31848769444",-88.27694808,42.31848769,635789691,L,17,111,870813,2008
6390830,"5151 N Ninth Ave, Pensacola, FL, 32504",Match,Exact,"5151 N 9TH AVE, PENSACOLA, FL, 32504","-87.21180460606,30.474217360308",-87.21180461,30.47421736,655192170,L,12,33,1201,4001
6340025,"1850 Town Center Pkwy, Reston, VA, 20190",Match,Exact,"1850 TOWN CENTER PKWY, RESTON, VA, 20190","-77.362875475317,38.961460955323",-77.36287548,38.96146096,76045452,R,51,59,482203,1011
